
1624232257.395544,A25BQO3PXRZ3JJ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232261.154656,A25BQO3PXRZ3JJ,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232273.675913,A25BQO3PXRZ3JJ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234331.314123,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234332.54003,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234333.867265,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234333.868076,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234335.307163,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234336.119517,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234336.120517,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234337.759074,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234338.682146,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234740.441666,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234742.036193,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234742.958137,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234743.26474,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234773.987591,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234774.909244,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234774.910181,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234777.982342,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234777.983189,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234804.090996,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing tutorial panel 1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234812.698817,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing tutorial panel 2', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234812.698157,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button tutorial 1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234869.222095,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing tutorial panel 3', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234869.23544,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234877.515641,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button tutorial 2', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234881.454412,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button tutorial 3', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234881.457696,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing introduction', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234887.652262,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234890.107649,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234891.437685,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234893.795472,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button introduction', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234893.795914,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234915.607051,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234915.86257,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234917.146442,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234918.066394,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234918.681592,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234920.216133,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234921.827783,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234922.977845,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234923.591721,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234924.516641,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234925.833423,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234927.897451,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234929.224594,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234931.927263,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234933.121457,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234934.656782,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234936.498117,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234937.421374,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234943.870027,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234944.484524,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234948.587886,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234949.09105,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234950.321585,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234951.242195,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234952.162272,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234953.391151,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234954.005537,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234954.927237,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234956.975601,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234958.009616,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234959.231632,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234960.461589,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234962.387134,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234964.765424,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234966.600907,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234968.136733,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234972.131005,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234982.268825,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button information', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234982.269681,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234990.668684,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234992.512321,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234992.925349,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235012.478432,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235025.892272,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235027.428801,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235028.043501,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235029.272595,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235030.192448,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235031.114526,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235036.032082,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235036.032786,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235039.411681,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235039.412658,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235041.865744,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235042.788129,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235043.60711,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235045.864654,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235045.865444,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235047.707293,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235047.70785,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235051.393029,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235053.544183,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235053.549534,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235054.773806,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235055.694551,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235056.923403,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235059.38121,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235059.38067,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235061.322808,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235061.324389,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235065.214076,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235065.848274,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235067.366914,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235068.288284,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235068.423159,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235069.207384,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235074.740241,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235074.741605,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235077.200579,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235077.199696,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235080.984048,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235083.036563,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235084.088429,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235087.639877,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235087.640463,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235089.179933,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235089.180941,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235091.019257,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235091.020472,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235096.249521,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235097.166496,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235098.187296,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235100.545765,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235100.546564,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235102.692995,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235102.693804,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235110.378135,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235110.379273,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235112.834293,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235112.835076,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235134.686936,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235134.721584,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235141.713862,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235142.329354,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235142.633395,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235143.865115,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235145.092453,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235145.706668,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235147.240534,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235147.857844,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235149.084814,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235149.697089,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235150.926546,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235152.462952,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235153.074432,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235153.381003,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235154.750473,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235156.148837,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235157.993927,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235158.126538,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235158.915982,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235160.449772,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235161.369773,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235161.370814,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235161.676324,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235163.212696,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235164.543237,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235164.635344,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A25BQO3PXRZ3JJ'}
