
1624224881.80857,A123R7AGMJMYT7,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A123R7AGMJMYT7'}
1624224898.097686,A123R7AGMJMYT7,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A123R7AGMJMYT7'}
1624224907.62415,A123R7AGMJMYT7,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A123R7AGMJMYT7'}
1624225591.154443,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.8542857142857143,0.7385714285714285]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225591.451761,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.8457142857142858,0.5885714285714285]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225591.715292,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6757142857142857,0.46]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225592.384364,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5728571428571428,0.4514285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225639.994684,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225640.082877,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7685714285714286,0.6642857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225640.238755,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.88,0.5142857142857142]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225640.610032,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.89,0.42]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225641.226012,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.8157142857142857,0.31]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225641.227532,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.8028571428571428,0.26142857142857145]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225641.838513,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7785714285714286,0.15857142857142856]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225641.974315,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6571428571428571,0.16]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225642.451162,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.44285714285714284,0.23285714285714285]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225642.620389,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.35428571428571426,0.30428571428571427]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225643.065607,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.23714285714285716,0.43857142857142856]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225643.373994,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.18142857142857144,0.5485714285714286]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225643.681434,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.2042857142857143,0.7128571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225643.987791,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.3157142857142857,0.7942857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225644.242028,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.41714285714285715,0.9257142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225644.600359,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.62,0.9471428571428572]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225645.083729,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6242857142857143,0.9314285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225645.525985,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7085714285714285,0.7942857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225645.674863,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7128571428571429,0.7]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225646.752522,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.48714285714285716,0.6728571428571428]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225647.673767,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5557142857142857,0.48142857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225647.981367,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5685714285714286,0.3271428571428571]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225648.285882,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6971428571428572,0.25857142857142856]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225648.906146,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.8942857142857142,0.2842857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225648.90857,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7228571428571429,0.25857142857142856]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225649.517503,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.9028571428571428,0.49714285714285716]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225649.518262,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.92,0.6771428571428572]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225649.708416,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8114285714285714,0.8271428571428572]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225650.129026,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6328571428571429,0.8971428571428571]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225650.24816,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.3142857142857143,0.9257142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225651.054008,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.21714285714285714,0.5071428571428571]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225651.054732,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.18285714285714286,0.6557142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225651.66534,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.3442857142857143,0.4585714285714286]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225651.666108,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.2985714285714286,0.4642857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225651.870988,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5628571428571428,0.5071428571428571]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225652.177321,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6142857142857143,0.5142857142857142]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225652.225931,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6528571428571428,0.5114285714285715]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225652.484222,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6928571428571428,0.5057142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225652.791906,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7657142857142857,0.52]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225652.910766,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.77,0.5371428571428571]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225872.869723,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7185714285714285,0.7285714285714285]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225872.964808,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6585714285714286,0.5914285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225873.486347,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.49142857142857144,0.5357142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225874.7246,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5942857142857143,0.9257142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225875.323522,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.71,0.8457142857142858]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225875.988591,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5728571428571428,0.9557142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225876.555961,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6028571428571429,0.9471428571428572]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225876.712264,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6071428571428571,0.7842857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225877.174755,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7485714285714286,0.72]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225877.478899,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6957142857142857,0.5414285714285715]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225877.710825,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7342857142857143,0.4757142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225878.394814,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6228571428571429,0.46285714285714286]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624226031.680066,A123R7AGMJMYT7,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A123R7AGMJMYT7'}
1624226031.687886,A123R7AGMJMYT7,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A123R7AGMJMYT7'}
1624226031.713719,A123R7AGMJMYT7,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A123R7AGMJMYT7'}
1624226031.912399,A123R7AGMJMYT7,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A123R7AGMJMYT7'}
1624226032.292495,A123R7AGMJMYT7,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A123R7AGMJMYT7'}
1624226041.199894,A123R7AGMJMYT7,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A123R7AGMJMYT7'}
1624226042.738545,A123R7AGMJMYT7,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A123R7AGMJMYT7'}
1624226044.272184,A123R7AGMJMYT7,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A123R7AGMJMYT7'}
1624226162.5345,A123R7AGMJMYT7,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A123R7AGMJMYT7'}
1624226192.634449,A123R7AGMJMYT7,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A123R7AGMJMYT7'}
1624226259.305134,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226260.009351,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6442857142857142,0.9628571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226261.138497,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7342857142857143,0.9114285714285715]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226261.72625,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7771428571428571,0.88]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226261.97592,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7771428571428571,0.8028571428571428]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226262.775759,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7042857142857143,0.7871428571428571]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226263.229391,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7157142857142857,0.62]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226263.797198,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6142857142857143,0.5942857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226264.523203,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5842857142857143,0.61]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226265.137741,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.43857142857142856,0.6542857142857142]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226265.55646,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.40714285714285714,0.6742857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226266.362357,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.3871428571428571,0.7428571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226266.550894,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.3871428571428571,0.7514285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226266.950692,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.3871428571428571,0.8285714285714286]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226267.638099,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.46285714285714286,0.9057142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226268.082011,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226269.435648,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.66,0.9485714285714286]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226269.836315,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7214285714285714,0.8714285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226270.660458,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.75,0.7128571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226271.06759,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.75,0.71]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226271.466003,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7685714285714286,0.5242857142857142]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226272.151335,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7585714285714286,0.47]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226272.565964,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.75,0.4185714285714286]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226273.400644,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.52,0.35]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226274.19552,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5628571428571428,0.31]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226276.12809,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7457142857142857,0.7871428571428571]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226276.714321,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7157142857142857,0.6828571428571428]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226277.127277,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7642857142857142,0.5685714285714286]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226277.564216,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8157142857142857,0.42142857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226278.002441,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8314285714285714,0.37857142857142856]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226278.622154,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8757142857142857,0.35714285714285715]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226279.073761,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8785714285714286,0.35714285714285715]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226281.070197,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.38571428571428573,0.8671428571428571]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226281.74569,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.17142857142857143,0.77]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226282.340916,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.18571428571428572,0.6357142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226282.952901,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.19,0.5214285714285715]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226284.487661,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.1757142857142857,0.39714285714285713]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226285.103552,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.17714285714285713,0.3142857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226285.515907,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.18,0.2885714285714286]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226287.560681,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.24142857142857144,0.7742857142857142]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226287.873725,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.23285714285714285,0.6742857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226288.416032,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.22714285714285715,0.6157142857142858]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226288.987354,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.21857142857142858,0.5157142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226289.754327,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.21142857142857144,0.43857142857142856]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226290.195907,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.20714285714285716,0.4014285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226290.780517,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.32142857142857145,0.36142857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226291.316292,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4585714285714286,0.3314285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226291.731619,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.49857142857142855,0.3242857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226292.296072,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6214285714285714,0.3142857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226292.900067,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.79,0.3157142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226293.458122,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.84,0.37142857142857144]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226294.503222,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7971428571428572,0.1957142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226294.954478,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7942857142857143,0.15142857142857144]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226295.855803,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8742857142857143,0.5028571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226296.510609,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8742857142857143,0.5385714285714286]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226297.077751,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.84,0.8428571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226297.701596,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8371428571428572,0.8857142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226298.928097,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.48857142857142855,0.9414285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226299.536403,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.40714285714285714,0.8942857142857142]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226300.670239,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.25857142857142856,0.8885714285714286]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226301.480439,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.2357142857142857,0.7771428571428571]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226302.056611,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.18857142857142858,0.7171428571428572]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226302.452093,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.16285714285714287,0.5585714285714286]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226303.00495,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.15857142857142856,0.4342857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226303.612396,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.16,0.3757142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226307.729305,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.88,0.4742857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226310.02592,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.23142857142857143,0.5157142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226311.005957,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.19857142857142857,0.32]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226311.514789,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.22428571428571428,0.26285714285714284]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226312.879153,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.48142857142857143,0.29285714285714287]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226313.976562,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6528571428571428,0.2557142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
