
1624155429.129571,AVUI25K9PIY6Z,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'AVUI25K9PIY6Z'}
1624155435.072735,AVUI25K9PIY6Z,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'AVUI25K9PIY6Z'}
1624155445.515364,AVUI25K9PIY6Z,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'AVUI25K9PIY6Z'}
1624155462.720242,AVUI25K9PIY6Z,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'AVUI25K9PIY6Z'}
1624155850.081869,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'AVUI25K9PIY6Z'}
1624155851.003326,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'AVUI25K9PIY6Z'}
1624155851.618195,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'AVUI25K9PIY6Z'}
1624155852.232664,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'AVUI25K9PIY6Z'}
1624155852.845924,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'AVUI25K9PIY6Z'}
1624155853.461629,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'AVUI25K9PIY6Z'}
1624155854.382638,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'AVUI25K9PIY6Z'}
1624155854.994653,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'AVUI25K9PIY6Z'}
1624155856.223485,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'AVUI25K9PIY6Z'}
1624155856.839424,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'AVUI25K9PIY6Z'}
1624155858.373999,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'AVUI25K9PIY6Z'}
1624155858.990027,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'AVUI25K9PIY6Z'}
1624155859.604722,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155860.830567,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'AVUI25K9PIY6Z'}
1624155861.754136,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': 'AVUI25K9PIY6Z'}
1624155861.753693,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155863.596194,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155892.162428,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155897.084386,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'AVUI25K9PIY6Z'}
1624155897.085777,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155898.002655,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155898.921155,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'AVUI25K9PIY6Z'}
1624155898.921731,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'AVUI25K9PIY6Z'}
1624155900.457114,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'AVUI25K9PIY6Z'}
1624155900.457659,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'AVUI25K9PIY6Z'}
1624155901.377622,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'AVUI25K9PIY6Z'}
1624155902.917186,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'AVUI25K9PIY6Z'}
1624155902.921,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'AVUI25K9PIY6Z'}
1624155903.323859,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'AVUI25K9PIY6Z'}
1624155904.146437,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'AVUI25K9PIY6Z'}
1624155905.068928,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'AVUI25K9PIY6Z'}
1624155905.990323,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'AVUI25K9PIY6Z'}
1624155906.604135,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'AVUI25K9PIY6Z'}
1624155908.449435,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155908.754882,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'AVUI25K9PIY6Z'}
1624155910.598201,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155910.599658,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': 'AVUI25K9PIY6Z'}
1624155940.705374,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155944.696581,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155944.735087,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'AVUI25K9PIY6Z'}
1624155945.055223,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155946.53622,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'AVUI25K9PIY6Z'}
1624155946.536942,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'AVUI25K9PIY6Z'}
1624155947.152201,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'AVUI25K9PIY6Z'}
1624155948.378589,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'AVUI25K9PIY6Z'}
1624155948.994618,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'AVUI25K9PIY6Z'}
1624155949.607167,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'AVUI25K9PIY6Z'}
1624155950.221837,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'AVUI25K9PIY6Z'}
1624155951.143325,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'AVUI25K9PIY6Z'}
1624155952.372512,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'AVUI25K9PIY6Z'}
1624155952.986771,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'AVUI25K9PIY6Z'}
1624155953.912564,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'AVUI25K9PIY6Z'}
1624155954.251717,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'AVUI25K9PIY6Z'}
1624155954.835389,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155956.060482,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'AVUI25K9PIY6Z'}
1624155957.59815,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155957.598962,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'complete', 'score': 41, 'worker-id': 'AVUI25K9PIY6Z'}
1624155957.600665,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing endgame panel', 'worker-id': 'AVUI25K9PIY6Z'}
1624155968.04332,AVUI25K9PIY6Z,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'AVUI25K9PIY6Z'}
1624155977.565749,AVUI25K9PIY6Z,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'AVUI25K9PIY6Z'}
1624156181.849744,AVUI25K9PIY6Z,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'AVUI25K9PIY6Z'}
1624156429.040416,AVUI25K9PIY6Z,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'AVUI25K9PIY6Z'}
1624156435.707788,AVUI25K9PIY6Z,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'AVUI25K9PIY6Z'}
1624156531.131239,AVUI25K9PIY6Z,{'stage': 0, 'action': 'opened-page', 'worker-id': 'AVUI25K9PIY6Z'}
1624156578.140677,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156578.761331,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156578.762977,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156578.762503,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156579.980608,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156580.219911,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156584.279599,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156587.658198,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156587.785856,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156588.068172,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156588.887862,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156589.504435,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156591.344689,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5385714285714286,0.8657142857142858]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156602.102674,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.43142857142857144,0.9142857142857143]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156604.554048,AVUI25K9PIY6Z,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.4157142857142857,0.9471428571428572]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156605.783535,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.41285714285714287,0.98]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156608.238663,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.41714285714285715,0.9971428571428571]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156611.067065,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156618.073505,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.53,0.8614285714285714]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156620.235349,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.63,0.8514285714285714]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156621.075199,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6628571428571428,0.8742857142857143]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156622.679369,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7014285714285714,0.91]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156623.905489,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7185714285714285,0.9657142857142857]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156626.36895,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.72,0.99]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156636.8121,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.57,0.99]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156638.962807,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.53,0.6457142857142857]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156639.886013,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6728571428571428,0.5185714285714286]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156645.721423,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5728571428571428,0.9828571428571429]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156649.715099,AVUI25K9PIY6Z,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156675.518584,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156677.669727,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5514285714285714,0.8457142857142858]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156680.125608,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6028571428571429,0.8442857142857143]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156681.830824,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7228571428571429,0.9971428571428571]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156683.501425,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.72,1]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156684.733157,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.72,1]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156684.881458,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.72,1]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156685.65742,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.72,1]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156686.270365,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.72,1]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156686.57637,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.72,1]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156688.421644,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5457142857142857,0.8442857142857143]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156690.265053,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5442857142857143,0.8457142857142858]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156690.572326,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156691.80135,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4942857142857143,0.8728571428571429]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156693.031231,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4942857142857143,0.8728571428571429]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156694.567722,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6171428571428571,0.8514285714285714]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156694.666981,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6471428571428571,0.85]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156694.973608,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7914285714285715,0.8314285714285714]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156698.252329,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156699.788243,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6814285714285714,0.8728571428571429]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156701.015372,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.67,0.89]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156703.167127,AVUI25K9PIY6Z,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156705.31618,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156706.852413,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6914285714285714,0.9]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156707.77296,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6914285714285714,0.9]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156708.695399,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6942857142857143,0.9014285714285715]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156708.886523,AVUI25K9PIY6Z,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156721.905625,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156722.522636,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156723.752061,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156724.362754,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156732.353914,AVUI25K9PIY6Z,{'stage': 0, 'action': 'reset map', 'worker-id': 'AVUI25K9PIY6Z'}
1624156735.319021,AVUI25K9PIY6Z,{'stage': 0, 'action': 'opened-page', 'worker-id': 'AVUI25K9PIY6Z'}
1624156743.099177,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156746.174209,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5014285714285714,0.9328571428571428]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156750.802419,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6242857142857143,0.8257142857142857]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156752.775834,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6985714285714286,0.83]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156753.856573,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7157142857142857,0.8471428571428572]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156756.621275,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7628571428571429,0.9]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156758.155267,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7814285714285715,0.9828571428571429]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156759.693078,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7828571428571428,1]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156764.299024,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156766.755393,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.72,0.9685714285714285]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156770.439239,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6685714285714286,0.8728571428571429]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156772.283143,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5971428571428572,0.8471428571428572]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156773.822885,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5185714285714286,0.8471428571428572]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156775.051391,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5028571428571429,0.8642857142857143]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156778.12474,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156779.969342,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156782.42506,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5528571428571428,0.8428571428571429]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156785.801428,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156785.925106,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156786.081934,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156786.265517,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156786.468724,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156786.668374,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156786.874743,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156789.488765,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6585714285714286,0.8657142857142858]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156791.023919,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5771428571428572,0.8514285714285714]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156793.024063,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5271428571428571,0.8585714285714285]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156794.405591,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156794.409356,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156794.580054,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156794.715029,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156794.902489,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
