
1624042674.087328,A31A1PVXLJBISZ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A31A1PVXLJBISZ'}
1624042723.237673,A31A1PVXLJBISZ,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A31A1PVXLJBISZ'}
1624042764.403842,A31A1PVXLJBISZ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A31A1PVXLJBISZ'}
1624044303.487647,A31A1PVXLJBISZ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044304.099748,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4928571428571429,0.5466666521344866]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044305.025336,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4928571428571429,0.5466666521344866]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044305.431473,A31A1PVXLJBISZ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044308.097159,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6042857142857143,0.9123809378487723]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044314.544489,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044317.923228,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.6057142857142858,0.5895237949916294]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044318.846323,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.6057142857142858,0.5895237949916294]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044321.303076,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.6214285714285714,0.6123809378487723]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044323.453623,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.6214285714285714,0.6123809378487723]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044328.676048,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044329.291113,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5542857142857143,0.9480952235630581]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044331.751277,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.6214285714285714,0.7666666521344866]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044344.959251,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5871428571428572,0.8452380807059152]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044351.720216,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.6128571428571429,0.7652380807059151]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044362.777928,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044363.392869,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.49142857142857144,0.5838095092773438]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044375.990584,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044376.705516,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6114285714285714,0.7709523664202009]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044390.118584,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044391.043257,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4957142857142857,0.5309523664202009]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044398.415665,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5042857142857143,0.5023809378487724]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044398.416467,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5042857142857143,0.5023809378487724]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044399.9508,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5128571428571429,0.46380950927734377]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044413.473103,A31A1PVXLJBISZ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044420.841128,A31A1PVXLJBISZ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044420.935721,A31A1PVXLJBISZ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044420.937516,A31A1PVXLJBISZ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044421.148898,A31A1PVXLJBISZ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044434.355859,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.46285714285714286,0.6771428571428572]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044434.970269,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044436.198977,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044437.121635,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044439.884383,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044441.876365,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5771428571428572,0.8504761832101004]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044443.569589,A31A1PVXLJBISZ,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044443.933285,A31A1PVXLJBISZ,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A31A1PVXLJBISZ'}
1624044443.975397,A31A1PVXLJBISZ,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A31A1PVXLJBISZ'}
1624044444.28844,A31A1PVXLJBISZ,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A31A1PVXLJBISZ'}
1624044444.289491,A31A1PVXLJBISZ,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A31A1PVXLJBISZ'}
1624044444.45898,A31A1PVXLJBISZ,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A31A1PVXLJBISZ'}
1624044447.258003,A31A1PVXLJBISZ,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A31A1PVXLJBISZ'}
1624044455.552286,A31A1PVXLJBISZ,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A31A1PVXLJBISZ'}
1624044456.166384,A31A1PVXLJBISZ,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A31A1PVXLJBISZ'}
1624044456.448803,A31A1PVXLJBISZ,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A31A1PVXLJBISZ'}
1624044456.461893,A31A1PVXLJBISZ,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A31A1PVXLJBISZ'}
1624044485.96616,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044490.26786,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6728571428571428,0.43857142857142856]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044494.262076,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044552.702456,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.91,0.8728571428571429]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044556.661648,A31A1PVXLJBISZ,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A31A1PVXLJBISZ'}
1624044559.696688,A31A1PVXLJBISZ,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A31A1PVXLJBISZ'}
1624044561.773248,A31A1PVXLJBISZ,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A31A1PVXLJBISZ'}
1624044574.478774,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7214285714285714,0.84]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044610.076443,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6057142857142858,0.95]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044618.164322,A31A1PVXLJBISZ,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044647.159896,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044656.415107,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044659.838771,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6014285714285714,0.8228571428571428]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044668.119497,A31A1PVXLJBISZ,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A31A1PVXLJBISZ'}
1624044677.537257,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8157142857142857,0.5885714285714285]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044679.81215,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7828571428571428,0.5157142857142857]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044680.326525,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044684.108884,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.81,0.8857142857142857]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044690.865791,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044716.191968,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044723.277465,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8514285714285714,0.8971428571428571]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044748.108737,A31A1PVXLJBISZ,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A31A1PVXLJBISZ'}
1624044754.460319,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044765.31309,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6271428571428571,0.9371428571428572]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044777.499891,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044914.92607,A31A1PVXLJBISZ,{'action': 'deselect-vehicle', 'target': 'UGV2', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624044995.612078,A31A1PVXLJBISZ,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A31A1PVXLJBISZ'}
1624045013.616208,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 3}
1624045063.809023,A31A1PVXLJBISZ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A31A1PVXLJBISZ'}
1624046605.045318,A31A1PVXLJBISZ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A31A1PVXLJBISZ'}
