
1624729275.929602,A6E3QAJIQOFBQ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729333.41262,A6E3QAJIQOFBQ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730157.970721,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5071428571428571,0.5128571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730162.060679,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730163.004115,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730164.114892,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730165.38347,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730166.266191,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.42857142857142855,0.7614285714285715]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730167.231883,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.49714285714285716,0.6557142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730168.723136,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5142857142857142,0.6128571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730174.748549,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730174.912155,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730175.067384,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730175.219304,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730180.70802,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730182.244233,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730182.373094,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.36428571428571427,0.7042857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730183.468888,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.18714285714285714,0.8514285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730193.297746,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6014285714285714,0.6128571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730194.221509,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730194.633674,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5128571428571429,0.5842857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730195.555538,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6285714285714286,0.6]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730208.659962,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.57,0.49142857142857144]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730209.580043,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5,0.49714285714285716]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730210.206849,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5157142857142857,0.4942857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730212.351308,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730212.71147,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6928571428571428,0.5671428571428572]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730213.395787,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5671428571428572,0.5385714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730214.190467,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5085714285714286,0.4957142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730236.613576,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'reset map', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730237.804694,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'opened-page', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730240.307303,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730240.91746,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4757142857142857,0.8]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730242.14625,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.44571428571428573,0.6857142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730242.759444,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4828571428571429,0.5971428571428572]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730243.79905,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730244.602691,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6671428571428571,0.7928571428571428]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730245.654071,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.6228571428571429,0.6771428571428572]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730246.772724,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7014285714285714,0.7057142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730247.368283,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.65,0.67]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730249.212914,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730250.755617,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730251.366575,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730251.981471,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730252.900636,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730253.822394,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730254.021281,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7042857142857143,0.7542857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730254.853595,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6771428571428572,0.6757142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730259.658173,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730260.273016,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.48714285714285716,0.5771428571428572]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730263.649549,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730266.41838,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730267.036663,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.47,0.5728571428571428]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730270.137166,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730271.025053,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730271.146691,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730271.640239,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4942857142857143,0.5571428571428572]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730274.62189,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730275.624537,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.62,0.6542857142857142]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730276.552355,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730277.116661,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.51,0.5542857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730286.089177,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5171428571428571,0.6271428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730286.701315,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5285714285714286,0.5071428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730287.615896,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730287.991729,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6728571428571428,0.8657142857142858]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730288.543549,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7642857142857142,0.8928571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730289.767111,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730290.393507,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.46714285714285714,0.49714285714285716]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730291.672274,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730292.62892,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5214285714285715,0.4942857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730292.969897,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.49714285714285716,0.4742857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730293.453386,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730296.179848,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'reset map', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730297.377495,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'opened-page', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730299.574125,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730300.210017,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4614285714285714,0.7842857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730301.132251,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6357142857142857,0.9385714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730303.281667,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.44142857142857145,0.6857142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730304.202333,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730304.512128,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730305.927439,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730306.206038,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7342857142857143,0.7842857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730308.509862,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730309.73627,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730310.348122,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7328571428571429,0.7485714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730310.607883,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730314.956679,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730317.110518,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7128571428571429,0.7385714285714285]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730317.724852,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.4342857142857143,0.8128571428571428]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730319.566996,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730320.179718,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.44142857142857145,0.6328571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730321.83062,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730322.635525,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730324.172798,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730324.848879,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6928571428571428,0.74]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730326.019487,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730326.63528,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730327.555573,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4742857142857143,0.6128571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730329.090577,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730329.398808,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5057142857142857,0.5957142857142858]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730330.326579,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730330.933015,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.46,0.5771428571428572]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730332.163606,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730333.869182,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6742857142857143,0.7271428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730342.301719,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730345.376197,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.48857142857142855,0.7714285714285715]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730345.659593,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730346.083595,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4657142857142857,0.5785714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730346.631157,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.45,0.5514285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730347.213949,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730353.050859,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730353.456524,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.65,0.6828571428571428]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730354.597214,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730355.204795,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.49857142857142855,0.5228571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730356.4181,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730374.250212,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'reset map', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730375.034482,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'opened-page', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730377.013455,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730377.631503,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4742857142857143,0.8271428571428572]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730378.554594,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730379.475183,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6628571428571428,0.77]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730382.341102,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.47714285714285715,0.7857142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730384.088224,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.48857142857142855,0.72]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730384.509226,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730386.160568,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730386.541072,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5114285714285715,0.7214285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730387.765676,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730388.486677,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6742857142857143,0.73]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730388.997254,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730389.615395,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4657142857142857,0.6657142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730392.091631,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730393.299563,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6742857142857143,0.6885714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730393.911926,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6842857142857143,0.65]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730394.840614,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730394.842101,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730395.127055,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730395.319428,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730396.161099,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730396.709175,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6571428571428571,0.8242857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730397.046453,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.69,0.6514285714285715]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730398.21104,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5014285714285714,0.6657142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730399.062867,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730399.991027,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730400.321174,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5114285714285715,0.5442857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730403.745304,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730403.824763,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.46714285714285714,0.4714285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730405.586156,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5014285714285714,0.6085714285714285]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730405.896816,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5142857142857142,0.4742857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730408.044134,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730408.045206,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730408.351215,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A6E3QAJIQOFBQ'}
