
1624905417.110334,A1DKVUTOBPQH11,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A1DKVUTOBPQH11'}
1624905425.926469,A1DKVUTOBPQH11,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A1DKVUTOBPQH11'}
1624905457.285956,A1DKVUTOBPQH11,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A1DKVUTOBPQH11'}
1624905485.34284,A1DKVUTOBPQH11,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A1DKVUTOBPQH11'}
1624906780.395877,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906785.515352,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8171428571428572,0.7314285714285714]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906818.287751,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906819.5171,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906820.130561,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.7028571428571428,0.7928571428571428]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906837.241417,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6671428571428571,0.5985714285714285]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906839.176259,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906840.713199,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7785714285714286,0.6614285714285715]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906845.321416,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906846.086184,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.8157142857142857,0.65]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906848.39207,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906849.315081,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.73,0.8442857142857143]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906851.157674,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906851.773888,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.7285714285714285,0.6071428571428571]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906865.318256,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906866.529555,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.8185714285714286,0.7057142857142857]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906875.733442,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.6742857142857143,0.5285714285714286]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906878.814017,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906878.815558,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906879.731697,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.6014285714285714,0.5571428571428572]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906897.238868,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.7885714285714286,0.8957142857142857]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906897.852661,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906898.470046,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906899.079814,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.7885714285714286,0.8957142857142857]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906914.749534,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.8328571428571429,0.8914285714285715]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906915.593065,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906925.050034,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.8371428571428572,0.88]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906928.26547,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.7871428571428571,0.8971428571428571]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906933.247413,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.7585714285714286,0.9014285714285715]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906934.458098,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906935.244467,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.7942857142857143,0.89]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906940.861704,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.8057142857142857,0.8628571428571429]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906943.489503,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906944.239406,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906944.534282,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906945.160655,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.7714285714285715,0.8842857142857142]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906947.820822,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.8057142857142857,0.8514285714285714]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906950.384281,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906950.998711,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906951.010367,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906951.213655,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906951.612854,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906952.228046,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906952.364801,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906952.842314,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.7714285714285715,0.8728571428571429]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906955.610934,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.8485714285714285,0.8857142857142857]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906958.683139,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.7728571428571429,0.8728571428571429]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906960.130524,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906961.447899,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.7985714285714286,0.8728571428571429]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906966.343872,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906969.125186,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.7757142857142857,0.9]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906972.502953,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.8271428571428572,0.8785714285714286]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906975.578315,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.7842857142857143,0.8942857142857142]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906979.879015,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906980.493371,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8942857142857142,0.5014285714285714]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906983.258788,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8485714285714285,0.47285714285714286]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906984.601785,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906984.717983,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624906985.40512,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8357142857142857,0.4642857142857143]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907001.707124,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7971428571428572,0.46714285714285714]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907008.266365,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907010.289018,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907012.43799,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907013.673269,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6057142857142858,0.4257142857142857]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907017.973432,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907019.018225,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.5871428571428572,0.5585714285714286]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907023.192328,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907024.497541,A1DKVUTOBPQH11,{'action': 'add-invalid-waypoint', 'target': 'UGV4', 'location': '[0.5371428571428571,0.55]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907026.266299,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.6414285714285715,0.6114285714285714]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907048.690105,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907060.368134,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907061.284831,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.7571428571428571,0.81]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907062.796571,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.8042857142857143,0.8971428571428571]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907065.898205,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.6771428571428572,0.8942857142857142]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907066.507697,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907066.656857,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907066.798019,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907066.959935,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907071.116193,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.7557142857142857,0.8557142857142858]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907075.725034,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.7928571428571428,0.8671428571428571]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907081.851385,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907084.169504,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907086.782413,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.81,0.6971428571428572]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907090.777197,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907091.391431,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.38571428571428573,0.4357142857142857]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907093.540982,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907094.461373,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.5057142857142857,0.5471428571428572]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907101.321664,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907102.760941,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.3457142857142857,0.42428571428571427]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907118.732622,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907119.961197,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.56,0.4]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907129.796242,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907131.02118,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907132.251141,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6742857142857143,0.5242857142857142]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907137.982081,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907139.622022,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907140.854839,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.36428571428571427,0.3985714285714286]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907143.310811,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.2257142857142857,0.47285714285714286]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907144.228682,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UAV3', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907144.636032,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UAV3', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907145.152626,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.16857142857142857,0.5214285714285715]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907149.04087,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907153.448969,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.3485714285714286,0.37285714285714283]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907154.981497,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907155.172384,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.2957142857142857,0.4614285714285714]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907156.049966,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UAV3', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907156.521891,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UAV3', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907164.198099,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907165.426659,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.31142857142857144,0.37285714285714283]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907174.732931,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907175.878996,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.31285714285714283,0.4657142857142857]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907179.350345,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907182.322969,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907186.932097,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907188.774737,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907188.975288,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6657142857142857,0.5814285714285714]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907190.618682,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907191.74991,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907192.272709,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UAV3', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907193.073839,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.1657142857142857,0.5442857142857143]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907198.297933,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UAV3', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907198.911883,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907198.959303,A1DKVUTOBPQH11,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907199.530525,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.3357142857142857,0.4742857142857143]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907216.950411,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.11285714285714285,0.6414285714285715]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907262.19481,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907263.423584,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.8314285714285714,0.7257142857142858]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907266.804111,A1DKVUTOBPQH11,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907267.283076,A1DKVUTOBPQH11,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.8285714285714286,0.8614285714285714]', 'worker-id': 'A1DKVUTOBPQH11', 'stage': 2}
1624907267.284081,A1DKVUTOBPQH11,{'stage': 2, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A1DKVUTOBPQH11'}
1624907267.440869,A1DKVUTOBPQH11,{'stage': 2, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A1DKVUTOBPQH11'}
1624907267.690127,A1DKVUTOBPQH11,{'stage': 2, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A1DKVUTOBPQH11'}
1624907268.338314,A1DKVUTOBPQH11,{'stage': 2, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A1DKVUTOBPQH11'}
1624907268.475294,A1DKVUTOBPQH11,{'stage': 2, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A1DKVUTOBPQH11'}
1624907268.77387,A1DKVUTOBPQH11,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A1DKVUTOBPQH11'}
