
1617475675.555615,A1QEQOI98976S0,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A1QEQOI98976S0'}
1617475694.165032,A1QEQOI98976S0,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A1QEQOI98976S0'}
1617476443.051741,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.4742857142857143,0.4883333260672433]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476443.782267,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.3514285714285714,0.4926190403529576]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476444.335567,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.2571428571428571,0.6097618974958148]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476503.109349,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.38571428571428573,0.9028571210588727]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476503.320818,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.38142857142857145,0.8957142639160156]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476505.302718,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.39571428571428574,0.887142835344587]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476506.556328,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.39571428571428574,0.8842856924874442]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476507.704887,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.43714285714285717,0.8528571210588728]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476507.914275,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.43714285714285717,0.8528571210588728]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476509.192744,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5257142857142857,0.6942856924874442]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476509.480581,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5257142857142857,0.6942856924874442]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476510.595902,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.49,0.4699999782017299]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476510.942634,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.49,0.4699999782017299]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476511.572011,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4928571428571429,0.5099999782017299]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476511.778196,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4928571428571429,0.5114285496303014]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476512.614078,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4928571428571429,0.5114285496303014]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476513.450563,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4357142857142857,0.4128571210588728]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476514.180852,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.35714285714285715,0.517142835344587]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476514.389639,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.2814285714285714,0.6499999782017299]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476514.599691,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.2257142857142857,0.7399999782017299]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476514.815075,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.22857142857142856,0.8114285496303013]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476515.330262,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.24571428571428572,0.8957142639160156]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476515.809239,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.37285714285714283,0.9357142639160156]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476517.659082,A1QEQOI98976S0,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476519.194275,A1QEQOI98976S0,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476520.134356,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4642857142857143,0.5914285496303013]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476520.355312,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4642857142857143,0.5885714067731584]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476553.558818,A1QEQOI98976S0,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476554.872536,A1QEQOI98976S0,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476555.096468,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.22857142857142856,0.5557142639160156]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476555.663602,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.22857142857142856,0.5557142639160156]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476556.274113,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.2742857142857143,0.4514285496303013]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476557.109721,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4,0.36142854963030135]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476558.572044,A1QEQOI98976S0,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476559.199118,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6042857142857143,0.38999997820172994]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476560.03298,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7857142857142857,0.507142835344587]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476561.079211,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7928571428571428,0.5285714067731585]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476561.844393,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7928571428571428,0.5271428353445871]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476562.069104,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7857142857142857,0.507142835344587]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476562.33191,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.65,0.32714283534458705]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476563.58825,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7528571428571429,0.5371428353445871]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476564.630544,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8185714285714286,0.6842856924874442]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476565.676545,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6285714285714286,0.5214285496303014]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476566.197492,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6714285714285714,0.6285714067731585]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476567.031722,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6199999782017299]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476567.616903,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6014285714285714,0.41857140677315846]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476568.913965,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5928571428571429,0.37571426391601564]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476569.226884,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.58,0.34714283534458706]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476570.054504,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5314285714285715,0.2657142639160156]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476571.107367,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5314285714285715,0.2657142639160156]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476571.73275,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.48857142857142855,0.2728571210588728]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476571.941409,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.41,0.3999999782017299]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476572.150489,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.3585714285714286,0.4742856924874442]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476573.300215,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.47285714285714286,0.3442856924874442]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476574.509261,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.42,0.3571428353445871]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476574.709664,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.42,0.3557142639160156]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476575.597957,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.42,0.3557142639160156]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476593.038739,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.37714285714285717,0.6611904471261161]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476594.48069,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4342857142857143,0.5254761614118304]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476595.338329,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4928571428571429,0.4926190185546875]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476596.278884,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4142857142857143,0.4140475899832589]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476708.784546,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6514285714285715,0.49714285714285716]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476709.606395,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4357142857142857,0.4471428571428571]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476710.027809,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.39285714285714285,0.47]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476711.487818,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.45,0.12714285714285714]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476711.69695,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.45285714285714285,0.12714285714285714]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476712.843574,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.45285714285714285,0.12857142857142856]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476714.411867,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.1957142857142857,0.3657142857142857]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476724.856995,A1QEQOI98976S0,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476726.010364,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.48142857142857143,0.5297618756975446]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476726.848198,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6,0.5669047328404018]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476727.781251,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.48142857142857143,0.3426190185546875]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476728.61704,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4742857142857143,0.5354761614118304]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476729.24295,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.48714285714285716,0.5069047328404018]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476730.185058,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.2985714285714286,0.5940475899832589]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476730.81092,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.29714285714285715,0.5954761614118304]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476731.854017,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.2814285714285714,0.5026190185546875]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476733.315924,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.28285714285714286,0.501190447126116]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476733.630017,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.2842857142857143,0.5026190185546875]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476734.257588,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.2842857142857143,0.5026190185546875]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476735.093099,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.28285714285714286,0.5026190185546875]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476736.030807,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5071428571428571,0.5826190185546875]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476736.557734,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.45,0.7654761614118304]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476736.978166,A1QEQOI98976S0,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476738.561432,A1QEQOI98976S0,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476743.030193,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.45714285714285713,0.43547618321010045]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617476743.971917,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.45714285714285713,0.4297618974958147]', 'worker-id': 'A1QEQOI98976S0', 'stage': 0}
1617477003.156682,A1QEQOI98976S0,{'stage': 0, 'action': 'stage-complete', 'worker-id': 'A1QEQOI98976S0'}
1617477003.260077,A1QEQOI98976S0,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A1QEQOI98976S0'}
1617477003.834008,A1QEQOI98976S0,{'stage': 0, 'action': 'opened-page', 'worker-id': 'A1QEQOI98976S0'}
1617477039.671063,A1QEQOI98976S0,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A1QEQOI98976S0', 'stage': 2}
1617477040.399212,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4114285714285714,0.5430952235630581]', 'worker-id': 'A1QEQOI98976S0', 'stage': 2}
1617477206.371088,A1QEQOI98976S0,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A1QEQOI98976S0', 'stage': 2}
1617477207.309059,A1QEQOI98976S0,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5514285714285714,0.47309522356305805]', 'worker-id': 'A1QEQOI98976S0', 'stage': 2}
1617477213.090015,A1QEQOI98976S0,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A1QEQOI98976S0', 'stage': 2}
1617477214.204595,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.13,0.49880950927734374]', 'worker-id': 'A1QEQOI98976S0', 'stage': 2}
1617477355.010071,A1QEQOI98976S0,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A1QEQOI98976S0', 'stage': 2}
1617477356.151004,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8971428571428571,0.3416666521344866]', 'worker-id': 'A1QEQOI98976S0', 'stage': 2}
1617477509.170443,A1QEQOI98976S0,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A1QEQOI98976S0', 'stage': 2}
1617477510.319604,A1QEQOI98976S0,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.65,0.3102380807059152]', 'worker-id': 'A1QEQOI98976S0', 'stage': 2}
1617477604.18559,A1QEQOI98976S0,{'stage': 2, 'action': 'stage-complete', 'worker-id': 'A1QEQOI98976S0'}
1617477604.28877,A1QEQOI98976S0,{'stage': 2, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A1QEQOI98976S0'}
1617477604.500683,A1QEQOI98976S0,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A1QEQOI98976S0'}
