
1617243679.238299,AAH6HJWRC4JD2,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'AAH6HJWRC4JD2'}
1617243686.128776,AAH6HJWRC4JD2,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'AAH6HJWRC4JD2'}
1617243710.879408,AAH6HJWRC4JD2,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'AAH6HJWRC4JD2'}
1617244416.861021,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.15142857142857144,0.15]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244417.174558,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5442857142857143,0.6128571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244422.605999,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.3942857142857143,0.8871428571428571]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244422.92205,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.3557142857142857,0.8871428571428571]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244423.128829,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.06857142857142857,0.5757142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244423.356261,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.08142857142857143,0.47714285714285715]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244423.653282,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.36,0.32571428571428573]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244424.592423,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.9528571428571428,0.72]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244424.672261,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.9142857142857143,0.78]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244425.010799,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8357142857142857,0.8228571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244425.11467,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8314285714285714,0.8228571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244425.740339,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.6257142857142857,0.7071428571428572]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244426.067957,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.55,0.6085714285714285]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244426.172531,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5271428571428571,0.5485714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244426.470252,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5057142857142857,0.5157142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244428.560041,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7428571428571429,0.6228571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244428.768259,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7671428571428571,0.5157142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244429.185943,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.64,0.36857142857142855]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244429.530516,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4328571428571429,0.38285714285714284]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244429.731884,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.34285714285714286,0.6014285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244430.021908,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244430.230581,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244430.647663,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7114285714285714,0.6957142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244430.961088,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6428571428571429,0.7985714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244431.483823,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5114285714285715,0.6228571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244431.484324,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5028571428571429,0.51]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244431.797222,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6485714285714286,0.5957142857142858]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244433.46818,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244433.885879,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7,0.6471428571428571]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244434.199584,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6128571428571429,0.6014285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244434.513997,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5457142857142857,0.5585714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244434.722997,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5014285714285714,0.5185714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244436.079034,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7371428571428571,0.7257142857142858]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244436.498083,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7214285714285714,0.6342857142857142]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244436.62973,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244437.019162,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4928571428571429,0.5328571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244443.392454,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6142857142857143,0.6957142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244443.599951,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6471428571428571,0.5914285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244443.913412,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.57,0.5657142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244444.122369,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5528571428571428,0.5542857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244444.539829,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5928571428571429,0.6742857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244444.587256,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6057142857142858,0.6742857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244444.878473,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244445.167095,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.49,0.5328571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244445.585156,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7757142857142857,0.7342857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244445.793233,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.75,0.6528571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244446.106798,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7114285714285714,0.5928571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244446.230824,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5785714285714286,0.5614285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244446.525049,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5414285714285715,0.5485714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244446.770305,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244447.046571,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7642857142857142,0.75]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244447.255547,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7728571428571429,0.6685714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244447.569099,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6485714285714286,0.5628571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244447.694638,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.48,0.5528571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244447.987462,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4642857142857143,0.54]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244448.509213,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6314285714285715,0.6442857142857142]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244448.655696,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.6342857142857142,0.75]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244448.926564,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.6314285714285715,0.7471428571428571]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244449.019658,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.46,0.6357142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244449.344619,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4514285714285714,0.5914285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244449.456565,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.46285714285714286,0.5585714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244449.762034,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6214285714285714,0.64]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244449.971202,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8585714285714285,0.6871428571428572]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244450.179785,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7514285714285714,0.6057142857142858]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244450.389276,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6442857142857142,0.5285714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244450.598882,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5528571428571428,0.4585714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244450.911564,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.47714285714285715,0.47285714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244450.979568,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4942857142857143,0.5242857142857142]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244451.329091,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8828571428571429,0.4928571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244451.458411,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7457142857142857,0.30857142857142855]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244451.74745,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5842857142857143,0.25]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244451.874731,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.37714285714285717,0.21428571428571427]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244452.15965,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.41714285714285715,0.49]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244452.373877,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244453.001717,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.57,0.7885714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244453.209728,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4542857142857143,0.7671428571428571]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244453.418269,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.2957142857142857,0.6314285714285715]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244453.731487,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.24428571428571427,0.43714285714285717]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244453.843002,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6014285714285714,0.30857142857142855]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244454.278698,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6514285714285715,0.5328571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244454.462626,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5714285714285714,0.6314285714285715]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244454.671229,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7585714285714286,0.7114285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244454.880257,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7728571428571429,0.6642857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244455.211127,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7771428571428571,0.47714285714285715]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244455.50186,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6528571428571428,0.37]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244455.548663,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.49857142857142855,0.36428571428571427]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244456.554639,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7414285714285714,0.7385714285714285]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244456.662653,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.84,0.6142857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244457.080666,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7728571428571429,0.4714285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244457.492854,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.72,0.46285714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244457.601058,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.49857142857142855,0.43714285714285717]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244457.909464,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.30142857142857143,0.48142857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244458.53617,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7728571428571429,0.6857142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244474.518376,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244474.935113,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6528571428571428,0.64]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244474.93558,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6957142857142857,0.6471428571428571]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244475.352215,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6057142857142858,0.6085714285714285]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244475.371463,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5585714285714286,0.5057142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244475.665984,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5414285714285715,0.4942857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244476.343607,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244476.606639,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.78,0.5671428571428572]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244476.841275,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5614285714285714,0.4328571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244477.129141,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.42,0.3985714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244477.376145,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244479.112904,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244479.426032,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5357142857142857,0.7157142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244479.636874,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.4257142857142857,0.66]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244479.843878,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.2914285714285714,0.4942857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244480.053122,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.34714285714285714,0.3142857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244480.361168,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244481.097481,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7042857142857143,0.6914285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244481.156483,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.8957142857142857,0.5157142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244481.515522,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6442857142857142,0.36857142857142855]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244482.037767,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.44142857142857145,0.22285714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244495.511405,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244495.824668,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5442857142857143,0.6485714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244495.840116,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.47714285714285715,0.5828571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244496.132768,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4642857142857143,0.5485714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244497.182528,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244497.496901,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7471428571428571,0.5871428571428572]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244497.809147,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5157142857142857,0.32142857142857145]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244498.749742,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.12,0.46285714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244499.091495,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4471428571428571,0.5528571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244499.794505,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6,0.61]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244500.525298,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244500.83844,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5971428571428572,0.7342857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244501.177101,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.3557142857142857,0.6985714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244501.290806,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.2742857142857143,0.5628571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244501.569401,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.3314285714285714,0.32285714285714284]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244501.987293,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5114285714285715,0.54]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244502.614074,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4685714285714286,0.5657142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244502.927366,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244517.341333,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244517.655275,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5871428571428572,0.66]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244517.968691,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.35714285714285715,0.7885714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
