
1616514482.118513,A2OVET58SDVSB2,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A2OVET58SDVSB2'}
1616514484.415877,A2OVET58SDVSB2,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A2OVET58SDVSB2'}
1616514489.01559,A2OVET58SDVSB2,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A2OVET58SDVSB2'}
1616515757.998124,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515758.00464,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7828571428571428,0.620952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515758.497894,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8,0.6095238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515758.913783,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8028571428571428,0.5866666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515759.091922,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8457142857142858,0.4980952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515759.357996,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.89,0.4380952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515759.614864,A2OVET58SDVSB2,{'action': 'deselect-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515793.381685,A2OVET58SDVSB2,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A2OVET58SDVSB2'}
1616515902.572761,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515905.916114,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8042857142857143,0.6385714285714286]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515914.337544,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8228571428571428,0.6373015921456473]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515916.210153,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8028571428571428,0.615873020717076]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515917.357897,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8,0.615873020717076]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515918.406047,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7971428571428572,0.5773015921456474]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515918.995946,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8128571428571428,0.533015877859933]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515919.657422,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8128571428571428,0.5358730207170759]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515922.292098,A2OVET58SDVSB2,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A2OVET58SDVSB2'}
1616515923.737915,A2OVET58SDVSB2,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A2OVET58SDVSB2'}
1616515924.214001,A2OVET58SDVSB2,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A2OVET58SDVSB2'}
1616515924.707761,A2OVET58SDVSB2,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A2OVET58SDVSB2'}
1616515925.108063,A2OVET58SDVSB2,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A2OVET58SDVSB2'}
1616515928.959247,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.38142857142857145,0.9980952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515940.641621,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.37857142857142856,0.9980952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515946.804704,A2OVET58SDVSB2,{'stage': 3, 'action': 'reset map', 'worker-id': 'A2OVET58SDVSB2'}
1616516075.291355,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516076.260043,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7928571428571428,0.6095238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516077.60211,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7785714285714286,0.6180952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516078.424654,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7814285714285715,0.6095238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516079.259871,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7828571428571428,0.6095238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516133.296686,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516137.037644,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6671428571428571,0.6880952453613282]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516142.042747,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6728571428571428,0.6752381025041853]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516144.128157,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6614285714285715,0.6866666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516145.694311,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516145.824105,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6185714285714285,0.730952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516146.291267,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6071428571428571,0.7738095310756138]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516146.292114,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.5857142857142857,0.740952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516146.405308,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6228571428571429,0.7995238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516146.735881,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6557142857142857,0.8123809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516146.763241,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.7128571428571429,0.7895238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516146.764076,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6771428571428572,0.8109523882184709]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516147.153161,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.71,0.760952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516147.16516,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.7085714285714285,0.740952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516147.181452,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.7071428571428572,0.7238095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516147.571647,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6814285714285714,0.6952381025041853]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516147.603948,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6528571428571428,0.6895238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516147.608792,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6528571428571428,0.6895238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516147.614426,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6528571428571428,0.6895238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516147.98803,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6528571428571428,0.6880952453613282]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516148.015986,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6528571428571428,0.6880952453613282]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516148.014871,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6485714285714286,0.6795238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516148.424762,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6485714285714286,0.6723809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516149.53416,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.71,0.5980952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516150.703852,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.7757142857142857,0.47809524536132814]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516156.260294,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516158.22875,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5157142857142857,0.710952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516159.727113,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.49714285714285716,0.7123809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516161.00928,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4942857142857143,0.7123809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516162.721451,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5042857142857143,0.7466666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516164.099588,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4957142857142857,0.780952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516166.222006,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4957142857142857,0.780952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516171.690207,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5914285714285714,0.7695238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516172.953668,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5914285714285714,0.7695238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516173.818278,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5914285714285714,0.7695238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516176.159419,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5914285714285714,0.7695238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516177.542968,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5914285714285714,0.7695238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516187.011094,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5757142857142857,0.9495238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516188.935299,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5757142857142857,0.9495238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516189.874304,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5214285714285715,0.9252381025041853]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516192.638783,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7714285714285715,0.6180952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516195.408164,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.66,0.6980952453613282]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516196.134043,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7128571428571429,0.600952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516196.979951,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.75,0.5595238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516197.813866,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8285714285714286,0.4723809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516199.692482,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7128571428571429,0.5223809596470425]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516200.529554,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7942857142857143,0.40809524536132813]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516201.858802,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516211.547909,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516239.592588,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.17857142857142858,0.5880952453613282]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516288.473754,A2OVET58SDVSB2,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A2OVET58SDVSB2'}
1616516288.581533,A2OVET58SDVSB2,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A2OVET58SDVSB2'}
1616516288.603954,A2OVET58SDVSB2,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A2OVET58SDVSB2'}
1616516288.892394,A2OVET58SDVSB2,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A2OVET58SDVSB2'}
1616516288.892943,A2OVET58SDVSB2,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A2OVET58SDVSB2'}
1616516288.896303,A2OVET58SDVSB2,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A2OVET58SDVSB2'}
1616516289.311356,A2OVET58SDVSB2,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A2OVET58SDVSB2'}
1616516289.336626,A2OVET58SDVSB2,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A2OVET58SDVSB2'}
1616516290.077156,A2OVET58SDVSB2,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'A2OVET58SDVSB2'}
1616516297.247884,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516298.083444,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.48142857142857143,0.8666666739327566]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516309.050299,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.5042857142857143,0.900952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516309.518456,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.5042857142857143,0.8780952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516309.735988,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.51,0.8695238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516310.095588,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.5171428571428571,0.8595238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516310.137835,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.51,0.8695238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516310.250578,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.4957142857142857,0.890952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516310.62353,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.48428571428571426,0.8880952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516310.721255,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.4714285714285714,0.8780952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516310.793271,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.4942857142857143,0.8466666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516311.044414,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.5042857142857143,0.8180952453613282]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516311.176498,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.3757142857142857,0.7352381025041853]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516312.385117,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.4514285714285714,0.8352381025041853]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516375.854113,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.39285714285714285,0.7238095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516382.629859,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.33285714285714285,0.7380952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516394.176295,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.32142857142857145,0.7695238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516395.638416,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.32142857142857145,0.7638095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516397.020325,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.3242857142857143,0.7552381025041852]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516398.271819,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.3242857142857143,0.7552381025041852]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516399.813186,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.3242857142857143,0.7552381025041852]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516418.409133,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.3242857142857143,0.7480952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516558.075007,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.26857142857142857,0.7695238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516565.371695,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.26857142857142857,0.7666666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516566.520547,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.26857142857142857,0.7666666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516567.738414,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.26285714285714284,0.7523809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516569.343674,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.2357142857142857,0.7495238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516570.903959,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.25285714285714284,0.7380952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516571.466544,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.25285714285714284,0.7380952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516572.685368,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.26857142857142857,0.7552381025041852]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516573.580335,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.2257142857142857,0.7438095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516574.517208,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.17,0.7480952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516575.292923,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.13857142857142857,0.7566666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516576.245481,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.11,0.7080952453613282]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516576.781856,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.06,0.7380952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516577.485873,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.06,0.7380952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516578.807931,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.06,0.7380952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516579.595726,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.08,0.7595238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516580.411274,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.09428571428571429,0.780952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516581.035002,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.12428571428571429,0.8438095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516582.052486,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.12714285714285714,0.8466666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516582.423252,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.11,0.8095238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516583.028699,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.10428571428571429,0.7938095310756138]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516583.435744,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.1,0.7852381025041852]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516584.089122,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.1,0.7723809596470425]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516586.410683,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.2914285714285714,0.7466666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516587.93091,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.2714285714285714,0.7466666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516590.542097,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.27285714285714285,0.7466666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516592.107231,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.2742857142857143,0.7466666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516592.798325,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.2885714285714286,0.7880952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516594.541809,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.2785714285714286,0.7180952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
