
1630098219.596681,3462,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': '3462'}
1630098255.738828,3462,{'stage': 'tutorial', 'action': 'Consented to study', 'worker-id': '3462'}
1630098261.795296,3462,{'stage': 'tutorial', 'action': 'DID NOT consent to study', 'worker-id': '3462'}
1630101854.10202,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,178.63431156929798,249.82406247359165,83.74089548664622,0.3355462175288529', 'worker-id': '3462'}
1630101855.984392,3462,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.8171428571428572,0.8857142857142857]', 'worker-id': '3462', 'stage': 1}
1630101856.498409,3462,{'stage': 1, 'action': 'robot UAV1 is idle', 'worker-id': '3462'}
1630101856.604912,3462,{'stage': 1, 'action': 'robot UAV2 is idle', 'worker-id': '3462'}
1630101859.96277,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,178.66150560817428,273.64288353201033,124.56785854224117,0.358245701319297', 'worker-id': '3462'}
1630101862.646164,3462,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': '3462', 'stage': 1}
1630101866.62541,3462,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': '3462', 'stage': 1}
1630101867.240222,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,178.6745391705949,278.8541364151411,142.93385849997827,0.3702423624829431', 'worker-id': '3462'}
1630101869.2897,3462,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.8357142857142857,0.44]', 'worker-id': '3462', 'stage': 1}
1630101870.617581,3462,{'stage': 1, 'action': 'robot UAV2 is idle', 'worker-id': '3462'}
1630101874.418091,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,178.69229977287392,294.73198087171437,152.44996505548755,0.3915035843840236', 'worker-id': '3462'}
1630101877.228305,3462,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630101880.518268,3462,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.10428571428571429,0.8214285714285714]', 'worker-id': '3462', 'stage': 1}
1630101881.902174,3462,{'stage': 1, 'action': 'robot UAV1 is no longer idle', 'worker-id': '3462'}
1630101881.901515,3462,{'stage': 1, 'action': 'robot UAV4 is idle', 'worker-id': '3462'}
1630101882.105825,3462,{'stage': 1, 'action': 'robot UAV1 is idle', 'worker-id': '3462'}
1630101885.796823,3462,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.13142857142857142,0.7814285714285715]', 'worker-id': '3462', 'stage': 1}
1630101886.251574,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,179.45516124971005,299.0518758582934,190.4735176971246,0.41074887114670783', 'worker-id': '3462'}
1630101886.348648,3462,{'stage': 1, 'action': 'robot UAV4 is idle', 'worker-id': '3462'}
1630101888.520312,3462,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.18285714285714286,0.7371428571428571]', 'worker-id': '3462', 'stage': 1}
1630101890.098125,3462,{'stage': 1, 'action': 'robot UAV1 is no longer idle', 'worker-id': '3462'}
1630101890.269689,3462,{'stage': 1, 'action': 'robot UAV4 is idle', 'worker-id': '3462'}
1630101893.370313,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,186.60367764456237,299.4339982486834,199.28783948962766,0.4205007768927426', 'worker-id': '3462'}
1630101898.358843,3462,{'stage': 1, 'action': 'robot UAV1 is idle', 'worker-id': '3462'}
1630101900.801941,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,226.66627835762714,299.67456285388715,241.25080343456702,0.44809778792423355', 'worker-id': '3462'}
1630101908.07139,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,243.4005499015599,299.7365409067234,277.6995779608296,0.47350275482822984', 'worker-id': '3462'}
1630101916.481671,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,270.3784360058032,299.76652355463517,304.46691816847937,0.4949915939264399', 'worker-id': '3462'}
1630101923.819185,3462,{'stage': 1, 'action': 'robot UAV3 is idle', 'worker-id': '3462'}
1630101932.679383,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,274.4477910845177,299.78398671962026,327.7205436129989,0.5083343271651467', 'worker-id': '3462'}
1630101940.263478,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,277.0431766399373,299.8005372106131,341.6031154601065,0.525326520511459', 'worker-id': '3462'}
1630101944.111556,3462,{'stage': 1, 'action': 'robot UAV1 is no longer idle', 'worker-id': '3462'}
1630101946.166651,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,278.6228476220012,299.81756695387134,363.10385885480866,0.5414575467589386', 'worker-id': '3462'}
1630101954.061827,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,302.2738343174806,299.8414927184975,368.14060030058465,0.5728840026952939', 'worker-id': '3462'}
1630101954.884259,3462,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': '3462', 'stage': 1}
1630101956.0991,3462,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': '3462', 'stage': 1}
1630101957.584604,3462,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.5557142857142857,0.44857142857142857]', 'worker-id': '3462', 'stage': 1}
1630101957.991194,3462,{'stage': 1, 'action': 'robot UAV3 is idle', 'worker-id': '3462'}
1630101960.196493,3462,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.57,0.4542857142857143]', 'worker-id': '3462', 'stage': 1}
1630101960.802469,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,318.48437786394726,299.8595020929369,369.6338872934016,0.6018259672937971', 'worker-id': '3462'}
1630101961.078165,3462,{'stage': 1, 'action': 'robot UAV3 is idle', 'worker-id': '3462'}
1630101967.358149,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,338.2475371206136,299.8786944046535,369.9672436537111,0.6195151007911907', 'worker-id': '3462'}
1630101968.052933,3462,{'stage': 1, 'action': 'robot UAV2 is no longer idle', 'worker-id': '3462'}
1630101972.079233,3462,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630101972.891169,3462,{'stage': 1, 'action': 'robot UAV1 is idle', 'worker-id': '3462'}
1630101974.047817,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,373.0084861312311,305.7780645012205,370.1209955103208,0.6359823905975347', 'worker-id': '3462'}
1630101974.346167,3462,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.1757142857142857,0.6685714285714286]', 'worker-id': '3462', 'stage': 1}
1630101974.552994,3462,{'stage': 1, 'action': 'robot UAV4 is idle', 'worker-id': '3462'}
1630101975.815507,3462,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.07857142857142857,0.77]', 'worker-id': '3462', 'stage': 1}
1630101975.878025,3462,{'stage': 1, 'action': 'robot UAV4 is idle', 'worker-id': '3462'}
1630101976.91412,3462,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.017142857142857144,0.7528571428571429]', 'worker-id': '3462', 'stage': 1}
1630101977.12298,3462,{'stage': 1, 'action': 'robot UAV4 is idle', 'worker-id': '3462'}
1630101979.032909,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,384.76758312722325,330.26080150621766,370.1408688017852,0.6490181127695972', 'worker-id': '3462'}
1630101980.133349,3462,{'stage': 1, 'action': 'robot UAV2 is idle', 'worker-id': '3462'}
1630101984.972177,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,401.81800772574053,356.76897094375886,370.15759686464304,1.171583037939612', 'worker-id': '3462'}
1630101987.550025,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630101992.78122,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,409.1988916848307,370.0925727124451,370.18301771919704,4.88225289015495', 'worker-id': '3462'}
1630101999.266345,3462,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': '3462', 'stage': 1}
1630101999.405628,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,410.3118821890977,379.66589340770224,370.20635689968634,22.9319886242858', 'worker-id': '3462'}
1630102000.749722,3462,{'stage': 1, 'action': 'robot UAV3 is idle', 'worker-id': '3462'}
1630102010.284615,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,410.66216511025124,382.22039823605036,370.23991627646177,73.92921964434', 'worker-id': '3462'}
1630102014.724747,3462,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': '3462', 'stage': 1}
1630102026.572793,3462,{'stage': 1, 'action': 'robot UAV3 is idle', 'worker-id': '3462'}
1630102037.688221,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,410.78546341429575,382.50691877684807,370.36502185050034,219.48595355291286', 'worker-id': '3462'}
1630102037.848279,3462,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102040.513694,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,410.82223355741877,382.54120040989784,370.391706816749,247.50055656696523', 'worker-id': '3462'}
1630102043.594419,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,410.8656556029489,382.58514772896,370.43104430598515,293.3686538915256', 'worker-id': '3462'}
1630102045.863717,3462,{'stage': 1, 'action': 'robot UAV3 is no longer idle', 'worker-id': '3462'}
1630102052.19541,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,410.91475110247336,382.6343382845636,387.12526196893447,349.21335024640183', 'worker-id': '3462'}
1630102056.97657,3462,{'stage': 1, 'action': 'robot UAV3 is idle', 'worker-id': '3462'}
1630102061.421475,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,410.9675204750276,382.6955013512107,419.12631122526847,402.99788618713774', 'worker-id': '3462'}
1630102066.416884,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,410.9975757266292,382.72292132695344,420.6204738977082,422.09341985933423', 'worker-id': '3462'}
1630102070.737176,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,411.03135916787494,382.75298949766443,420.93391360934595,432.9868966033276', 'worker-id': '3462'}
1630102073.770185,3462,{'action': 'deselect-vehicle', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102076.038209,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102076.388009,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102080.975023,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102081.328812,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102082.753844,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102082.882462,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102083.057795,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102083.427605,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102083.610281,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102083.91321,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102084.08173,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102084.428406,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102084.836032,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102085.266287,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102085.697204,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102085.943945,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102086.583092,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102086.842611,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102087.131283,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102087.313885,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102087.623287,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102087.82293,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102088.061363,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102088.233642,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102088.41274,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102088.83048,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102089.249803,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102089.853492,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102090.171576,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102090.318325,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102090.767757,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102091.23946,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102091.416996,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102091.525908,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102091.928405,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102092.323817,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102092.788577,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102092.814937,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102092.821379,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102092.920674,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102093.104651,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102093.109385,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102093.360756,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102093.417101,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102093.552467,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102093.556399,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102093.670802,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102093.680318,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102093.965063,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102094.668324,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102095.096472,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102095.343113,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,411.18739001827356,382.91314189617714,421.1596765181899,567.3132526363397', 'worker-id': '3462'}
1630102095.348119,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102095.348883,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102095.688621,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102095.689409,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102095.690973,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102095.783568,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102096.107643,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102096.1973,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102096.345103,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102096.351252,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102096.578421,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102096.676865,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102096.972803,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102097.255213,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102097.409031,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102097.410622,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102097.409935,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102097.483077,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102097.526847,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102097.527895,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102097.618697,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102097.729802,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102097.953675,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102098.060094,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102098.303742,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102098.310175,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102098.564554,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102099.157346,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102099.472632,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102099.925531,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102100.232876,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102100.329397,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102100.396177,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102100.668316,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102101.038072,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102101.281144,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102102.101454,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102102.503659,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102102.796569,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102103.096434,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102105.414663,3462,{'action': 'remove-waypoint', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102105.416439,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102105.461234,3462,{'action': 'deselect-vehicle', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102106.232261,3462,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': '3462', 'stage': 1}
1630102108.106405,3462,{'stage': 1, 'action': 'robot UAV4 is idle', 'worker-id': '3462'}
1630102108.465743,3462,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': '3462', 'stage': 1}
1630102109.115258,3462,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.5714285714285714,0.5]', 'worker-id': '3462', 'stage': 1}
1630102109.776058,3462,{'stage': 1, 'action': 'robot UAV3 is idle', 'worker-id': '3462'}
1630102113.895191,3462,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102114.388331,3462,{'stage': 1, 'action': 'robot UAV4 is idle', 'worker-id': '3462'}
1630102116.499767,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,411.3441992631068,383.0566015857902,421.3100409899803,664.0415215331494', 'worker-id': '3462'}
1630102116.587984,3462,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': '3462', 'stage': 1}
1630102120.367354,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,411.3696721199902,383.0796142768069,421.337519967429,669.8652709953268', 'worker-id': '3462'}
1630102120.690387,3462,{'action': 'deselect-vehicle', 'target': 'UAV3', 'worker-id': '3462', 'stage': 1}
1630102121.178207,3462,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '3462', 'stage': 1}
1630102122.147338,3462,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.8057142857142857,0.7514285714285714]', 'worker-id': '3462', 'stage': 1}
1630102122.351017,3462,{'stage': 1, 'action': 'robot UAV1 is idle', 'worker-id': '3462'}
1630102124.942561,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,411.4024358288742,383.10838206560834,421.3662831495205,671.0296642268192', 'worker-id': '3462'}
1630102129.763231,3462,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': '3462', 'stage': 1}
1630102130.132914,3462,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.93,0.29428571428571426]', 'worker-id': '3462', 'stage': 1}
1630102130.250998,3462,{'stage': 1, 'action': 'robot UAV2 is idle', 'worker-id': '3462'}
1630102138.591741,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,411.4549337835284,383.14974536662396,421.4168605280269,671.3338205001974', 'worker-id': '3462'}
1630102151.792874,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,411.4915234605853,383.18722532704544,421.45969146124935,671.3776598527872', 'worker-id': '3462'}
1630102151.793592,3462,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102155.431352,3462,{'stage': 1, 'action': 'robot UAV4 is idle', 'worker-id': '3462'}
1630102156.177859,3462,{'stage': 1, 'action': 'robot UAV4 is idle', 'worker-id': '3462'}
1630102163.50531,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,411.5430154216115,383.2371082004746,421.51774723974194,672.0675765722269', 'worker-id': '3462'}
1630102166.869791,3462,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': '3462', 'stage': 1}
1630102168.328524,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,411.5750252828011,383.2680571471904,421.5447747463738,672.1419258743807', 'worker-id': '3462'}
1630102168.70723,3462,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': '3462', 'stage': 1}
1630102170.223428,3462,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.5742857142857143,0.4942857142857143]', 'worker-id': '3462', 'stage': 1}
1630102170.291941,3462,{'stage': 1, 'action': 'robot UAV3 is idle', 'worker-id': '3462'}
1630102173.003735,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,411.6048493442587,383.2959107887149,421.5755666502764,672.1863505775469', 'worker-id': '3462'}
1630102178.108427,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,411.6366766292256,383.3244451015074,421.60326676705427,675.6910927291673', 'worker-id': '3462'}
1630102182.813287,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,411.650584771174,383.34101036531956,421.6226156655766,687.3842622418122', 'worker-id': '3462'}
1630102187.664406,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,411.66669705728276,383.36506203639897,421.6383374607018,691.2121953346468', 'worker-id': '3462'}
1630102188.731052,3462,{'stage': 1, 'action': 'robot UAV3 is no longer idle', 'worker-id': '3462'}
1630102188.867183,3462,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102195.919434,3462,{'stage': 1, 'action': 'robot UAV4 is no longer idle', 'worker-id': '3462'}
1630102195.924938,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,411.6843489824756,383.38718121066773,429.05485898777926,691.2122094897508', 'worker-id': '3462'}
1630102196.816891,3462,{'stage': 1, 'action': 'robot UAV4 is idle', 'worker-id': '3462'}
1630102199.484167,3462,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': '3462', 'stage': 1}
1630102199.536254,3462,{'stage': 1, 'action': 'robot UAV3 is idle', 'worker-id': '3462'}
1630102200.265931,3462,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.2542857142857143,0.27285714285714285]', 'worker-id': '3462', 'stage': 1}
1630102200.338246,3462,{'stage': 1, 'action': 'robot UAV4 is idle', 'worker-id': '3462'}
1630102201.218806,3462,{'stage': 1, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,411.7127795165707,383.4199428451793,463.1277228669218,691.2122289511368', 'worker-id': '3462'}
1630102201.328647,3462,{'stage': 1, 'action': 'collected cache', 'worker-id': '3462'}
1630102203.444372,3462,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': '3462', 'stage': 1}
1630102203.614036,3462,{'stage': 1, 'action': 'robot UAV1 is no longer idle', 'worker-id': '3462'}
1630102204.745793,3462,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.9342857142857143,0.20142857142857143]', 'worker-id': '3462', 'stage': 1}
